,business_id,price,business_name,immediate_categories,parent_categories
477,IQ3esF7MvIOCbeVetW51Ng,$$,Harvest Kitchen,"Canadian (New), Bars","Nightlife,Restaurants"
478,6u-x45q0ETB7SQTAAuKSHw,$$,Astoria Shish Kebob House,"Greek, Mediterranean",Restaurants
479,zrYpLdnGKA_EmOhgRCy_vg,$$,Pomegranate Restaurant,"Persian/Iranian, Middle Eastern",Restaurants
480,5Qoq8cif3nMCQUN-urH8YA,$$,The Pickle Barrel,"Canadian (New), Cocktail Bars","Bars,Restaurants"
481,MMGnDeqMUNQsLC5V6BINjQ,$$,Mr.Tonkatsu,Japanese,Restaurants
482,Tn8O4tv1U-n0PRC8kbJJPg,$,Banh Mi Nguyen Huong Food,"Vietnamese, Bakeries","Food,Restaurants"
483,iJCI80Nwp514xIqBOgjhCA,$$$,Fat Pasha,Middle Eastern,Restaurants
484,OA1o0ixPWw-maEq2CF1Qag,$$$,Kiin,Thai,Restaurants
485,mXsumyOgPP-cRQuFQmRivg,$$$,Barsa Taberna,Tapas Bars,Restaurants
486,AQJPI5rnkb7pBnBMWtSjvw,$$$,The Shore Club - Toronto,"Steakhouses, Seafood, Cocktail Bars","Bars,Restaurants"
487,L_tieGcFMQVSmk7XiA093A,$$,Chine Legendary Hot Pot & Noodles,"Chinese, Noodles, Hot Pot",Restaurants
488,bFzFGDQTLsAs1WKA_EGjZA,$$,Pho Q,Vietnamese,Restaurants
489,D1lAVtlav4atQTJnIvtcpw,$$,Taverna Mercatto,Italian,Restaurants
490,picCYFTCbz1Or7kBaS_A5Q,$$,Kobi Korean BBQ,"Barbeque, Korean",Restaurants
491,b41zjWT4pzcTgNY04eKAvg,$$,Go For Tea,"Tea Rooms, Chinese, Coffee & Tea","Food,Restaurants"
492,7gTsWzLnmEQBesGRtI9yew,$$,Cacao 70,"Breakfast & Brunch, Chocolatiers & Shops","Specialty Food,Restaurants"
493,VhQXJteVrG3L-wq8HlYFqw,$$,The Ace,"Canadian (New), Comfort Food, Breakfast & Brunch",Restaurants
494,9GKi6rHN_0FRdcVahyIOXQ,$$$,Oyster Boy,Seafood,Restaurants
495,EyxQNX6e5V6ggOWnvQyqWg,$$,Butter Avenue,"Macarons, Desserts, Bakeries","Food,Specialty Food"
496,zFR99jgMi-qzaJXIx8MXHA,$$,Labothéry,Bubble Tea,Food
497,nJBwEYaulNXHPAUP0OBRtg,$,FIKA,"Sandwiches, Desserts, Coffee & Tea","Food,Restaurants"
498,nrq5H3LZicjMG0wv7gy08g,$$,Kintaro Izakaya,"Japanese, Tapas/Small Plates, Sushi Bars",Restaurants
499,UkoseRjoLT4K2bEzvmyhYA,$$,The Wren,"Bars, American (Traditional)","Restaurants,Nightlife"
500,tIvDO_1WNbb6UAifErQ-Ug,$$,Balzac's Distillery District,"Coffee Roasteries, Coffee & Tea, Venues & Event Spaces","Food,Event Planning & Services"
501,a9aW5e731lplWGHUZ02-zQ,$,Chino Locos Original,Mexican,Restaurants
502,x6fYvse8sBOZf9y8BOZZmA,$$$,Mamakas Taverna,"Greek, Mediterranean",Restaurants
503,M8Pl5qAmmrODfHeX6GOjsw,$$,Izakaya Ju,"Japanese, Sushi Bars",Restaurants
504,ATaDg2kdS9GTln1-tS6iIw,$$,EAT BKK Thai Kitchen & Bar,Thai,Restaurants
505,NVsmDL12AWwovFsuBMD1jQ,$$,Milk Bar Toronto,"Desserts, Bakeries, Custom Cakes",Food
506,FmwDfn5J7Y8Uvv_FY7iUxQ,$$,Blue Lagoon Seafood Master,"Barbeque, Seafood, Dim Sum","Chinese,Restaurants"
507,R3iom4lNTG-9A6qczf6V8w,$,Java House,"Pubs, Coffee & Tea","Food,Bars"
508,eBqGqgZpWuM2dyPRpHbWdg,$$,Tatami Sushi,Japanese,Restaurants
509,6BC87j5FxoIwa-atC77WYQ,$$,Tabülè Middle Eastern Cuisine,Middle Eastern,Restaurants
510,NEYMAeK1BeR2E_vELnEIDA,$$,Quantum Coffee,Coffee & Tea,Food
511,Km9IPMrNPEnn40ebgxs6vw,$$,Nu Bügel,Bagels,Food
512,z1jWE9gO4ehWJESM_H7zpA,$$,Icha Tea,"Desserts, Coffee & Tea",Food
513,yFQCdWr_k1pTObzHPGis9Q,$$,Grasshopper Restaurant,"Vegan, Vegetarian, Salad",Restaurants
514,abO4gvGKB0aVjsrXHlgeFg,$$,Nobuya,Japanese,Restaurants
515,FyUcIAn8timIFybYpOLbAw,$$,The Alley,Bubble Tea,Food
516,e1W5fwngUYf3kdsgxo4spg,$,Sang-Ji Fried Bao,"Noodles, Soup, Dim Sum","Chinese,Restaurants"
517,w83e1yhgX69WELkuZwOsoA,$,Shawarma Empire,Middle Eastern,Restaurants
518,oc8204pyvf9ixdA4JzzaLA,$$$,The Good Son,"Pizza, Cocktail Bars","Bars,Restaurants"
519,BxcLVgA6BndKDJol0ZZu0g,$$$,Lavelle,Lounges,Bars
520,FfF8XGFf8_BSlWSjIgqeQg,$$,Scaddabush Italian Kitchen & Bar,"Pizza, Bars, Italian","Nightlife,Restaurants"
521,Nxg73OigmRQQq0d1pKtkUQ,$,Xe Lua Restaurant,Vietnamese,Restaurants
522,7qHU_Zh5qEJP3DaaBHqWBg,$$,Saigon Lotus,"Vietnamese, Vegan, Vegetarian",Restaurants
523,g1UVmCOhQDY7TGSZ2rRT_w,$$,Congee Queen,Chinese,Restaurants
524,MW20l3gVlw7NzATSOV7Qkw,$$,Porchetta & Co,Sandwiches,Restaurants
525,49fcUkW5tOHlqBakrWTMzQ,$,North of Brooklyn Pizzeria,Pizza,Restaurants
526,2cKAew-9iLS-mo-TtOgFiA,$$,Raku,"Japanese, Noodles",Restaurants
527,IZzJaZWvw-IUrOLkP09JRQ,$$,Allen's,"Pubs, Irish","Bars,Restaurants"
528,StjUke9uj6T6qB4hpyzMMA,$$,Fresh on Crawford,"Vegan, Juice Bars & Smoothies, Burgers","Food,Restaurants"
529,ui3NMjdiIrILl9JFGcLfbg,$$,Tsujiri,"Tea Rooms, Desserts, Ice Cream & Frozen Yogurt",Food
530,-Tpo5r3kF_z4iilx8JXhvA,$$,Basil Box,"Vietnamese, Gluten-Free, Thai",Restaurants
531,onCx6Ye5IwD07emyj-VLrg,$$,Hogtown Smoke In the Beach,"Barbeque, Southern, Food Trucks","Food,Restaurants"
532,6xowh_GdOsRrz9QWN6nMxA,$$,Uncle Tetsu's Japanese Angel Cafe,"Desserts, Patisserie/Cake Shop",Food
533,XiMvHK4Nq0xPa1GOtdKzdA,$,Bong Lua Vietnamese Restaurant,Vietnamese,Restaurants
534,9Oc8UhYNarSisYM9SEBsKQ,$$$,Chop Steakhouse & Bar,"Lounges, Steakhouses, Seafood","Bars,Restaurants"
535,Y5eFSPCS_c3k6ueiCRj6dA,$$,North Restaurant- Shomal,"Persian/Iranian, Middle Eastern",Restaurants
536,nRZjrWIzqKc26KjpBG0fHg,$$,Cafe Princess,Coffee & Tea,Food
537,kuJRRmmmDUXqwM6kNihXXA,$$$,Jump Restaurant,"Canadian (New), Wine Bars","Bars,Restaurants"
538,cepfJZIv0iLj1fDs8LdYZg,$$,Queen Margherita Pizza,Pizza,Restaurants
539,mM3o2evEq36fJvkUCe-BWw,$$,Sushi-Ya Japan,"Japanese, Sushi Bars",Restaurants
540,Cp01l4XUjd-6x-6v4KiIEg,$$,K&B Sushi,"Asian Fusion, Sushi Bars",Restaurants
541,IRF1hPi3GuxJ-EpoEpzI7Q,,Hockey Hall of Fame,Museums,Arts & Entertainment
542,FBd6q_qzEFixvhV3KdzvJw,$,Riddle Room,"Cafes, Escape Games","Active Life,Restaurants"
543,GHUHWAaVjKDn74r50EKKMA,$$,Calii Love,"Juice Bars & Smoothies, Coffee & Tea, Hawaiian","Food,Restaurants"
544,YtfQQHdcQ_bGl2V0Agxw1A,$$,Bindia Indian Bistro,Indian,Restaurants
545,CkncJJ9tKgsGULXTTKmfdw,$$,309 Dhaba Indian Excellence,Indian,Restaurants
546,JgkWj-e5lHRNvj1lFrZ2dA,$$,KoSam,Korean,Restaurants
547,m2hz26KM3kLN_AS5CcEjPg,$$,East Thirty-Six,"Canadian (New), Breakfast & Brunch, Cocktail Bars","Bars,Restaurants"
548,ikI3t6meCr4_DpHHZs6N2w,$$,Kwan,Dim Sum,Chinese
549,pvCcrHFAGCml492qoQBsQg,$$,Ricci's Pizzeria & Sandwich Shoppe,"Italian, Pizza, Sandwiches",Restaurants
550,n2NRR4N-kmeDvhHJivHGkA,$$,Gyu-Kaku Japanese BBQ,"Japanese, Barbeque, Asian Fusion",Restaurants
551,prlIJsg3UEg3DioOZPFhig,$$,The Burger's Priest,Burgers,Restaurants
552,c9AIsznk1BtEYZp0gZio6A,$,Dairy Cream,Ice Cream & Frozen Yogurt,Food
553,Mrqk1ydkvgKtlxrExCv6gQ,$$$,Diana's Oyster Bar and Grill,"Bars, Seafood, American (Traditional)","Nightlife,Restaurants"
554,-TjzQsimpriXVYaH3HdtQA,$$,The Fanzone Wings & Ribs,"Chicken Wings, Bars, American (Traditional)","Nightlife,Restaurants"
555,k3fn9JFiNLNy2q5p0cE1kg,$$$,Carisma,Italian,Restaurants
556,g6GXqg-QdDiQGLYMVqNOUw,$$$,Hapa Toronto,Japanese,Restaurants
557,_kXHHT8RMqx9Ro8gWXE9kA,$$$$,Medieval Times Toronto,"Dinner Theater, American (Traditional)",Restaurants
558,Lfl9kppQhikig4xI3UdjOA,$,Ritz Caribbean Foods,Caribbean,Restaurants
559,ZCYCNWA98718SZ0A4bHD7A,$$,Dear & Fro,"Desserts, Ice Cream & Frozen Yogurt",Food
560,bN9WeldcsIAowZ3p_ubZAA,$$,The Ballroom Bowl,"Dance Clubs, Bowling, Sports Bars","Active Life,Bars,Nightlife"
561,hcHaWzM5wfdAbCWs4zmmqg,$$,Nodo,Italian,Restaurants
562,Xhf3nW6UahoVpRMkVUlnJA,$,Te Aro,"Cafes, Coffee & Tea","Food,Restaurants"
563,a-Mo7Ipu_c5y21mmg0-F7g,$$,Agio,Italian,Restaurants
564,LCb2moBNkcBto_32rmZJ5A,$$,Echo Sushi,"Japanese, Sushi Bars",Restaurants
565,MT-lkIacLNyC7KF2dY997A,$$,Mill Street Beer Hall,"Canadian (New), Gastropubs, Bars","Nightlife,Restaurants"
566,d8Kz48UDfZ0MPuQpGy2r0Q,$$$,Kost,"American (Traditional), Mexican",Restaurants
567,tu_bhkTGMkieJeOH3uQVHQ,$$,Nak Won,Korean,Restaurants
568,AED5R0yXVzJvWAGEqWBG4A,$$,NEO COFFEE BAR,"Coffee & Tea, Bakeries",Food
569,UpzKtM6NaCa6arJksV5oeA,$$,Golden Star Burgers,"Hot Dogs, Burgers, Diners",Restaurants
570,oAq3-dXyDT3k4Mluc1ftTA,$$$,Yamato Japanese Restaurant,"Japanese, Sushi Bars",Restaurants
571,7gnYWanhD6O7qOF-NfPNhA,$$,Frankie's,"Breakfast & Brunch, Diners",Restaurants
572,vcxvQyAggPqxcHwvJXvjGg,$$,Bobbette & Belle,"Desserts, Bakeries, Caterers","Food,Event Planning & Services"
573,bQm046mj02fKlNMvoS2SBg,$$,Anatolia Restaurant,"Mediterranean, Turkish",Restaurants
574,SxjNgkzAlUG-wt2rSbc2HQ,$$,New Ho King,Chinese,Restaurants
575,An-JJle53UMHokU4MwFktg,$$,Deer Garden Signatures,Chinese,Restaurants
576,VxrvGKfba7rBDNLjc-Wy3A,$$,Ethiopian House Restaurant,Ethiopian,Restaurants
577,Ymy91k8r312xvxzC42b5IQ,$$,Top Gun  Burgers,"Burgers, Cheesesteaks",Restaurants
578,D87tFO-R6U8f4-e0r4Zq_g,$$,Yorkville Crepes,"Desserts, Cafes, Creperies","Food,Restaurants"
579,ErTB7R4rJNUUV8nsUVG26Q,$$,Forno Cultura,"Bakeries, Coffee & Tea",Food
580,sYSlKRCWmVeQr1hA6-WUzw,$$,Fresh on Eglinton,Vegan,Restaurants
581,zb61eT_ChYctlCXcIqlW6Q,$$,Me Va Me Kitchen Express,Mediterranean,Restaurants
582,B9HEaOiIBYduurc0AeCadg,$$,PROJECT:FISH,Sushi Bars,Restaurants
583,4Jscimulh38Rq2hOgjb2Hg,$,Strange Love,"Cafes, Coffee & Tea","Food,Restaurants"
584,GjQBLRtmq8cJjekipzJ49g,$$$,Windsor Arms Hotel Tea Room,Tea Rooms,Food
585,bejxx0XrZ6Ogv-o-3InELA,$,Sugar Marmalade,"Taiwanese, Desserts","Food,Restaurants"
586,iGqGde420TlBrKcU43TEog,$$,Me Va Me,Middle Eastern,Restaurants
587,kxo3Zz_JIEUGkJHl9kUiKg,$$$,Bymark,Canadian (New),Restaurants
588,yC4PR3LFCubwfcY_xKKomw,$$,Urban Herbivore,"Vegan, Sandwiches",Restaurants
589,Nz44ccUso3nq5S2OlQHNlA,$$,Mexico Lindo,Mexican,Restaurants
590,dUePqUU5pROUEPiWBau72A,$$,Brazen Head Irish Pub,"Pubs, Irish","Bars,Restaurants"
591,3-i1qd64K-WLo0fJ5wrbbw,$$,Owl of Minerva,Korean,Restaurants
592,v_XG6rpmOIqxMYyTfNKjaQ,$,Square-Boy Drive-In,"Greek, Burgers",Restaurants
593,3D-FJxp8bsBzm3zJVqs92g,$$,OverEasy Restaurant,Breakfast & Brunch,Restaurants
594,bNQVXqWpsToBDcJg_4aWYA,$$,Green Grotto,"Tea Rooms, Taiwanese","Food,Restaurants"
595,-76didnxGiiMO80BjSpYsQ,$$,Green Beanery,Coffee & Tea,Food
596,f-ookZOX4pBNldaOHMkJ4A,$$,Hong Shing Chinese Restaurant,Chinese,Restaurants
597,7T3WU-Up01pgCeygbc_K-A,$$,Dagu Rice Noodle-Downtown,"Chinese, Noodles",Restaurants
598,bAdlbqHs4ayJxOXOUFQDyw,$$$,Nami Restaurant,"Japanese, Seafood",Restaurants
599,ucgzkl7atsBMGu4gGpmHfw,$$,Peter Pan Bistro,"Canadian (New), Bistros",Restaurants
600,eSp5ge9VAwTywZKlJ_LBvA,$$,Madison Avenue Pub & Restaurant,"Pubs, American (Traditional)","Bars,Restaurants"
601,BWCfyBdnTvuXp6A_8wt8cA,$$,Ikkousha Ramen,Ramen,Japanese
602,7Cm5SCTu7LePBCXTUaEiwQ,$$,Shark Club Sports Bar & Grill,"Canadian (New), Lounges, Sports Bars","Bars,Restaurants"
603,5hTskC8JrA2zA0mYaYEZpg,$$,Otto's Bierhalle,German,Restaurants
604,WbS58nfQQZaxWk1BUPBuJQ,$$,The Poke Box,"Salad, Poke","Food,Restaurants"
605,oOGLDf2rzeCPS7UQ8hhPlQ,$$,SU&BU,"Japanese, Poke","Food,Restaurants"
606,McVmSLVRJBDWIuQO7D6GJg,$$$,Soos,Malaysian,Restaurants
607,YHubCF0Ua0uC6HC2tm-arQ,$$,The Federal,"Breakfast & Brunch, Bars, American (Traditional)","Nightlife,Restaurants"
608,yKFx0bW9_buGt9NASTpUaw,$,Smoke's Poutinerie,"Fast Food, Poutineries",Restaurants
609,iNhP0ejUf2jVzaR5YCOoEQ,$$,Remezzo Italian Bistro,"Pizza, Italian",Restaurants
610,C3PVq7UpeHd6nz1_e-AtkA,$$,Kalendar,"Breakfast & Brunch, Italian, French",Restaurants
611,3cAy1gxlprn1ue0q3L_ziw,$$,Lee Chen Asian Bistro,"Wine Bars, Asian Fusion, Dim Sum","Chinese,Bars,Restaurants"
612,FCMRBcvrwN01eT6WRaTC6A,$$,The Craft Brasserie & Grille,Brasseries,Restaurants
613,xrA53WYhRCml2bMfpQ_Hig,$$$,La Palma,Italian,Restaurants
614,9yrAfE46k-_kqg4ULHu8Vw,$$,Little Piggy's - Authentic Korean BBQ,"Barbeque, Korean",Restaurants
615,WNnkyVvBfY1vTqiqSufZQA,$$$,Cibo Wine Bar,"Wine Bars, Italian","Bars,Restaurants"
616,1QwX7Cgkm6KnlcGNDTh6EQ,$$$,E11even,"Canadian (New), Steakhouses, Seafood",Restaurants
617,nKeGPmH5dYNVL5AyAItuKg,$$,Restaurant Chantecler,"French, Cocktail Bars","Bars,Restaurants"
618,gHmkE8VoNjJZDLVdTpJPOw,$$,Taylor's Landing Bar Grill Hub,"Canadian (New), Comfort Food, Bars","Restaurants,Nightlife"
619,HnbWx7Q8P4-MXbxMpb-qVw,$,Jimmy's Coffee,Coffee & Tea,Food
620,UpEVdq_euH-5mqCIgUAd2Q,$$,Le Papillon On Front,"Breakfast & Brunch, French",Restaurants
621,OXW2erFOPT-Oov6wChxWYA,$$,Lee Chen Asian Bistro,"Asian Fusion, Dim Sum","Chinese,Restaurants"
622,QePLHlU8MFaU2Sf9dzoLTg,$$,Sushi One,"Japanese, Sushi Bars",Restaurants
623,FkJTuuqeJL4jHi2FojX_fg,$$$,Fune Japanese Restaurant,"Japanese, Sushi Bars",Restaurants
624,H4-PU2SIOfHgi3R1hCC0-g,$$,Holy Smokez BBQ Sandwiches,"Barbeque, Sandwiches",Restaurants
625,svijhRN0hWIHfKb421D1Tg,$$,JOEY Sherway,"Canadian (New), Lounges","Bars,Restaurants"
626,Qgi_Q6PkF5D489t45vU_8g,$,Greg's Ice Cream,Ice Cream & Frozen Yogurt,Food
627,hNSvyreISNd9XXrHyyaSjQ,$$,Nirvana,"Asian Fusion, Bars","Nightlife,Restaurants"
628,Qqm3yVcqTbC1IOKu0TG2nQ,$$,Dal Moro's Fresh Pasta To Go,Italian,Restaurants
629,uUq0bMEjt202bMbRHkIcNA,$$,Mabu Station,Taiwanese,Restaurants
630,bg3YcuqVyQofTz5d4kKgug,$$,Federick,"Chinese, Indian",Restaurants
631,KcIalceIg6PSPONvLlI4-w,$$,Sud Forno,"Sandwiches, Italian, Bakeries","Food,Restaurants"
632,KT2E2HQtb0HA0zsjbVp2BQ,$$$$,STK Toronto,"Lounges, Steakhouses, Cocktail Bars","Bars,Restaurants"
633,HczMx_z0HS_PnpdTHc3qzQ,$,Egg Bae,Breakfast & Brunch,Restaurants
634,rvHGv9Q7r5QkIYrCZlfoAQ,$$$,Pukka,Indian,Restaurants
635,zJIv1GZogXv8j__XRyVi6A,$$,Cora,Breakfast & Brunch,Restaurants
636,JrB6On8q8f1_ICQSCLg47w,$$,Five Guys,"Burgers, Fast Food",Restaurants
637,3-A-wVAkoyz39nSHaExpLw,$$,The Lockhart,Bars,Nightlife
638,0hudPyuCBlKg79OwKBw-eQ,$$,The Black Bull,Bars,Nightlife
639,HU8MnV129kOK4m0ZH4GpCg,$$,El Jefe,"Mexican, Cocktail Bars","Bars,Restaurants"
640,4-FgbYd8jUSqevNRxRtS-w,$$,Rosalinda,"Vegan, Mexican",Restaurants
641,Lzr34VkDJQ6l8oWq9MptAA,$$,Sushi Sky Japanese Restaurant,"Japanese, Sushi Bars",Restaurants
642,1PQzTopufAMDpx0HHBFeRA,$$,The Real Jerk,"Lounges, Caribbean","Bars,Restaurants"
643,KxHDiCOhHWQu_VOw8DMfJA,$$,The Hole In the Wall,"Pubs, Canadian (New)","Bars,Restaurants"
644,pdTYUCGkYz35utxPyUMoag,$$,La Carnita,Mexican,Restaurants
645,nlai1j5FXlDZSw1RwvLIvw,$$,Manic Coffee,Coffee & Tea,Food
646,v_UM-AW9YYTCbWUNa-w1Gg,$$,Epicure City BOM,Korean,Restaurants
647,NGhmpSDZmg1shPOVdsHgBQ,$,Tom's Dairy Freeze,"Burgers, Desserts, Ice Cream & Frozen Yogurt","Food,Restaurants"
648,rl137V_5Hx0cJAV4beVdhA,$$,Campechano Taquería,Mexican,Restaurants
649,Ze4VPogvcD7inc3QuvY_yg,$$,The Markham Station Restaurant,"Canadian (New), Breakfast & Brunch",Restaurants
650,PUDtJu2bFTvIl1_WhyUIXQ,$$,Vesuvio Pizzeria & Spaghetti House,"Pizza, Italian",Restaurants
651,FJMMPL3pxAPYGEPB0Hwlhw,$$$$,TOCA,"Breakfast & Brunch, Italian, Dinner Theater",Restaurants
652,_SuPPi-txNSwbWlu8IQkuQ,$$,The Burger's Priest,Burgers,Restaurants
653,MlwsOef4hDJVHWOzutE6yw,$$,Cheese Garden,"Desserts, Patisserie/Cake Shop, Custom Cakes",Food
654,ujPuhQdg8-GCJQg6BoRJtA,$$,Big Smoke Burger,Burgers,Restaurants
655,olllmpQVBHwOQmarQro2fw,$$,Over Easy Restaurant,Breakfast & Brunch,Restaurants
656,w5axMYWy5bcY0tiqAnYeRg,$$$$,Sushi Kaji Restaurant,"Japanese, Sushi Bars",Restaurants
657,kYli-nDMENotoxZonriBLA,$$,Mi-Ne Sushi,Japanese,Restaurants
658,xVHzCbDWCwmyavF5PgJRmg,$,Not Just Noodles,Chinese,Restaurants
659,ZuA9e5nSrCj2R97x2K2yOQ,$$,Cold Tea,Bars,Nightlife
660,u2ETlHOcFdRz4BxcdfsK0Q,$$,Bangkok Garden Restaurant,Thai,Restaurants
661,47wBHgBwQ8_70sjmXow_1g,$$,Her Father's Cider Bar & Kitchen,"Canadian (New), Gastropubs, Bars","Nightlife,Restaurants"
662,mCNzKFTukMYHkZVRMXIIyw,$$,Sushi On Bloor,Sushi Bars,Restaurants
663,x8UvTkKx9WApRsMxQ3ZPtQ,$$,Crown & Dragon Pub,Pubs,Bars
664,2UFl9gLOQrSGY2sPu6U-kA,$$,Happy Lamb Hot Pot,"Hot Pot, Mongolian, Chinese",Restaurants
665,Y0NkII8gne1QEJbUCBi2tg,$$,The Burger's Priest,Burgers,Restaurants
666,Lk2I8GTjKLd_R1drktNWNg,$$,The Pickle Barrel,"Canadian (New), Bars","Nightlife,Restaurants"
667,6cIhp2atp7LSMR5ke9DOHg,$$$,Montecito Restaurant,Canadian (New),Restaurants
668,dulgBrNtDCGjYcbQa2E6uA,$$$$,Michael's on Simcoe,"Steakhouses, Seafood, Italian",Restaurants
669,G8qvbhfbCyMAeZzYrbmZxA,$$$,Carmen,Spanish,Restaurants
670,-PKUAor_Nz_IaNjP_jIwyA,$$,Playa Cabana - Hacienda,Mexican,Restaurants
671,NGGlOtWd_Xc14WFVYOmMdg,$$,Sikgaek,"Hot Pot, Korean, Noodles",Restaurants
672,bDAkngRX4-ci1sAJfMWDbw,$$,Holy Chuck,Burgers,Restaurants
673,F09jtEb9KEph2L7Pbji5QQ,$,Golden Bubbles,"Ice Cream & Frozen Yogurt, Waffles","Food,Restaurants"
674,HKfW6AZ-lW7jwLJwNlcLLQ,$$,Kintako Japanese Restaurant,Japanese,Restaurants
675,ByrCDfyklGGk0D9O9P2Rog,$$,Moxie's Grill & Bar,"Canadian (New), Lounges, Steakhouses","Bars,Restaurants"
676,P87jyPn6MkeO-zo3EZWL8A,$,The Real McCoy Burgers & Pizza,"Burgers, Pizza",Restaurants
677,K3NW8TEu4QRQvFvHer8v4A,$$$,Joso's,Seafood,Restaurants
678,Q4RSmF0s-AkaegrLFCLEbg,$$$,Donatello Restaurant,"Seafood, Italian",Restaurants
679,NoT7u2QNEvsVbH9MIzAzlw,$$,Si Lom Thai Bistro,"Seafood, Noodles, Thai",Restaurants
680,ehUN_XAWr1ePov0jtgv0Lw,$$,Snakes & Lattes College,"Tabletop Games, Cafes, Bars","Shopping,Restaurants,Nightlife"
681,dOKk_X3mLpOkDn051v3xUA,$$,The Porch Toronto,"Lounges, American (Traditional)","Bars,Restaurants"
682,bDut3KRQJ0qLElfaJNQFgg,$$,Famoso Neapolitan,Pizza,Restaurants
683,QX5Y_BIxlMG3B3vV1zx1Gw,$$,Cherry Street Bar-B-Que,Barbeque,Restaurants
684,0cpLF0LFQHHRFNlL0iy_Aw,$$,Union Social Eatery,"Canadian (New), American (Traditional)",Restaurants
685,oQFMJqDwNXbNMRbcmIYRYg,$,Little Nicky's Coffee,"Juice Bars & Smoothies, Donuts, Coffee & Tea",Food
686,5BFkc4QkZL3QCCL4nijleA,$$,Pho Viet Xpress,Vietnamese,Restaurants
687,z_twvOBwyGNbuxJhsiJofg,$,PG Clucks,Sandwiches,Restaurants
688,6SAfQKe2oM5g_EtcYXyAMg,$$,Ajisen Ramen,Ramen,Japanese
689,fD33UMpiCJcWWXmNKYKANQ,$$,Red Lobster,"Seafood, American (Traditional)",Restaurants
690,gaEgDDKsuBVzDFg8wsF2Ig,$$,Apache Burgers,"Hot Dogs, Burgers",Restaurants
691,GdCRQU3VCh_x8fY84mbwYQ,$$,Bamiyan Kabob,Afghan,Restaurants
692,5Illcs9aBYZlaJp9BiGjng,$$,Jimmy's Coffee,Coffee & Tea,Food
693,U6ZPS03Nnm-peYC0q_bV6Q,$$,Imperial Pub,Pubs,Bars
694,-BSf1LtnOrtCWAzmumxUpw,$,Chatime North York,Coffee & Tea,Food
695,GY2VyNBxX5H_8kilGCAjUA,$$,Elephant & Castle,"Pubs, British","Bars,Restaurants"
696,IBZ6e3P0OqcPXVjvGlpueQ,$$,Off The Hook Fishbar,"Seafood, Fish & Chips",Restaurants
697,hTUtle9Btvw-K_0ne0og_A,$$,Pho Real,Vietnamese,Restaurants
698,q0tMKr-hzS4UT0RArdZfzQ,$$,Rooster Coffee House,Coffee & Tea,Food
699,ajHLLUe-A9dTd7WyU12XZQ,$$,Madras Masala,Indian,Restaurants
700,Ly48L1qSRdLpCSWcs_DWIw,$$,Phoenix Restaurant,Chinese,Restaurants
701,Cew9RRnuldbqaL3MW6p1wg,$$,Greenwood Smokehouse BBQ,"Barbeque, Southern, Soul Food",Restaurants
702,Q4VYrJr_UPixyLXSnA4O2g,$$,Everest Hakka House,"Chinese, Indian",Restaurants
703,7ppWunvrIURnEZi5nUB_7g,$$$,Baro,"Chicken Wings, Latin American, Cocktail Bars","Bars,Restaurants"
704,ZbnFrow_TRDhpzkzTWAVPg,$$,Fran's Restaurant,"Burgers, Breakfast & Brunch, American (Traditional)",Restaurants
705,sQFpfRs1Flcw3evCdI2wpA,$$,Asian Bowl,"Vietnamese, Chinese, Thai",Restaurants
706,m7v-K-BARyZu6lePJw8u6g,$$,Cacao 70,"Desserts, Chocolatiers & Shops","Food,Specialty Food"
707,aEZ_EoArhpjV2p0q5MXFMA,$$,Onnki Donburi,Japanese,Restaurants
708,6eRSdODyj9GS0w6zlhrWkg,$$$,Adega Restaurante,"Spanish, Portuguese",Restaurants
709,pofDmHoIsdvPcSKzb2iMag,$$,Sky Dragon Chinese Restaurant,Dim Sum,Chinese
710,k1lSQ4VIqEn36UL1zkb3dw,$$,VIPS Sushi,"Japanese, Sushi Bars",Restaurants
711,aIBvcOjkAURJJ-UH0G-s0g,$,Bitondo's Pizzeria,"Pizza, Italian",Restaurants
712,F2PcvHf7G8QwCDSJ1-7fFQ,$$,Paupers Pub,"Pubs, Burgers, Sandwiches","Bars,Restaurants"
713,RqIZnkRaCPI9qXYoH5w0RA,$$,Dark Horse Espresso Bar,Coffee & Tea,Food
714,tuTAKHUm7ErDRZ2Yll8LzQ,$,Completo,"Comfort Food, Fast Food, Latin American",Restaurants
715,7ZBh-3wWVQ5zkd6KZytW0g,$$$,Cibo Wine Bar,"Mediterranean, Wine Bars, Italian","Bars,Restaurants"
716,ryEwIARbKHvb0lCkAam8dQ,$$,Sud Forno,"Italian, Bakeries, Coffee & Tea","Food,Restaurants"
717,mkceCArNe87jwSdLfsslXg,$$$,Bosk,Canadian (New),Restaurants
718,MC4becrrM9ntmnfMrD9b0g,$$,Sushi Ichiban Ellesmere,"Japanese, Sushi Bars",Restaurants
719,qUWqjjjfpB2-4P3He5rsKw,$$,Levetto,"Salad, Pizza, Italian",Restaurants
720,QW6YN-F4ikGWzEey8yi-OQ,$$,Door FiftyFive,"Southern, Cocktail Bars","Bars,Restaurants"
721,nTMZSvPMSIofI5RLARFIaA,$$,TORCH Pressed Sushi,"Japanese, Sushi Bars",Restaurants
722,arpBUwgiaE8iqfNGMQ_hgg,$,Big Fat Burrito,"Tex-Mex, Mexican",Restaurants
